,category,indicator,indicator_name,unit,sub_category,year,value,company name
106,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",mTonnes,Total gross global scope 1 emissions (CO2),2019,9.5,Norilsk Nickels
109,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",kTonnes,Total NOx emissions,2019,10.0,Norilsk Nickels
110,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",kTonnes,Total SOx emissions,2019,1898.1,Norilsk Nickels
115,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Terajoules (TJ),Total energy consumed,2019,144772.0,Norilsk Nickels
117,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from renewable electricity,2019,45.0,Norilsk Nickels
118,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million Cubic meters (m³),Total water withdrawn,2019,319.34,Norilsk Nickels
119,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million Cubic meters (m³),Total water consumed,2019,1343.5,Norilsk Nickels
140,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Count,Number of non-technical delays,2019,0.0,Norilsk Nickels
141,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Days,Duration of non-technical delays,2019,0.0,Norilsk Nickels
142,Labour Practices,EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",%,Percentage of active workforce employed under collective agreement,2019,84.0,Norilsk Nickels
143,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Count,Number of strikes and lockouts,2019,0.0,Norilsk Nickels
144,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Days,Duration of strikes and lockouts,2019,0.0,Norilsk Nickels
145,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Total number of MSHA incidents,2019,44.0,Norilsk Nickels
147,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2019,9.0,Norilsk Nickels
152,Business Ethics and Transparency,EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency International’s Corruption Perception Index,Tonnes,Production in countries with the 20 lowest rankings in Transparency International's Corruption Perception Index,2019,0.0,Norilsk Nickels
155,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of employees,2019,73715.0,Norilsk Nickels
156,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of contractors,2019,830.0,Norilsk Nickels
159,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",mTonnes,Total gross global scope 1 emissions (CO2),2020,9.2,Norilsk Nickels
162,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",kTonnes,Total NOx emissions,2020,10.0,Norilsk Nickels
163,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",kTonnes,Total SOx emissions,2020,1911.0,Norilsk Nickels
168,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Terajoules (TJ),Total energy consumed,2020,141237.0,Norilsk Nickels
170,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from renewable electricity,2020,46.0,Norilsk Nickels
171,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million Cubic meters (m³),Total water withdrawn,2020,374.86,Norilsk Nickels
172,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million Cubic meters (m³),Total water consumed,2020,1458.1,Norilsk Nickels
193,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Count,Number of non-technical delays,2020,0.0,Norilsk Nickels
194,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Days,Duration of non-technical delays,2020,0.0,Norilsk Nickels
195,Labour Practices,EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",%,Percentage of active workforce employed under collective agreement,2020,96.6,Norilsk Nickels
196,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Count,Number of strikes and lockouts,2020,0.0,Norilsk Nickels
197,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Days,Duration of strikes and lockouts,2020,0.0,Norilsk Nickels
198,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Total number of MSHA incidents,2020,31.0,Norilsk Nickels
200,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2020,9.0,Norilsk Nickels
205,Business Ethics and Transparency,EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency International’s Corruption Perception Index,Tonnes,Production in countries with the 20 lowest rankings in Transparency International's Corruption Perception Index,2020,0.0,Norilsk Nickels
208,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of employees,2020,72319.0,Norilsk Nickels
209,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of contractors,2020,910.0,Norilsk Nickels
211,Revenue,Revenue,,USD,Revenue,2020,14977000000.0,Norilsk Nickels
212,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",mTonnes,Total gross global scope 1 emissions (CO2),2021,6.3,Norilsk Nickels
215,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",kTonnes,Total NOx emissions,2021,11.0,Norilsk Nickels
216,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",kTonnes,Total SOx emissions,2021,1601.0,Norilsk Nickels
221,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Terajoules (TJ),Total energy consumed,2021,151235.0,Norilsk Nickels
223,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from renewable electricity,2021,47.0,Norilsk Nickels
224,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million Cubic meters (m³),Total water withdrawn,2021,351.0,Norilsk Nickels
225,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million Cubic meters (m³),Total water consumed,2021,1280.8,Norilsk Nickels
242,Human Rights,EM-MM-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,%,Percentage of total area of proved reserves in or near areas of conflict,2021,0.0,Norilsk Nickels
243,Human Rights,EM-MM-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,%,Percentage of total area of probable reserves in or near areas of conflict,2021,0.0,Norilsk Nickels
246,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Count,Number of non-technical delays,2021,0.0,Norilsk Nickels
247,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Days,Duration of non-technical delays,2021,0.0,Norilsk Nickels
248,Labour Practices,EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",%,Percentage of active workforce employed under collective agreement,2021,95.0,Norilsk Nickels
249,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Count,Number of strikes and lockouts,2021,0.0,Norilsk Nickels
250,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Days,Duration of strikes and lockouts,2021,0.0,Norilsk Nickels
251,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Total number of MSHA incidents,2021,53.0,Norilsk Nickels
253,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2021,11.0,Norilsk Nickels
258,Business Ethics and Transparency,EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency International’s Corruption Perception Index,Tonnes,Production in countries with the 20 lowest rankings in Transparency International's Corruption Perception Index,2021,0.0,Norilsk Nickels
261,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of employees,2021,73557.0,Norilsk Nickels
262,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of contractors,2021,1129.0,Norilsk Nickels
264,Revenue,Revenue,,USD,Revenue,2021,17103000000.0,Norilsk Nickels
265,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",mTonnes,Total gross global scope 1 emissions (CO2),2022,5.9,Norilsk Nickels
268,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",kTonnes,Total NOx emissions,2022,10.0,Norilsk Nickels
269,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",kTonnes,Total SOx emissions,2022,1778.0,Norilsk Nickels
274,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Terajoules (TJ),Total energy consumed,2022,141909.0,Norilsk Nickels
276,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from renewable electricity,2022,51.0,Norilsk Nickels
277,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million Cubic meters (m³),Total water withdrawn,2022,353.1,Norilsk Nickels
278,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million Cubic meters (m³),Total water consumed,2022,1351.4,Norilsk Nickels
295,Human Rights,EM-MM-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,%,Percentage of total area of proved reserves in or near areas of conflict,2022,0.0,Norilsk Nickels
296,Human Rights,EM-MM-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,%,Percentage of total area of probable reserves in or near areas of conflict,2022,0.0,Norilsk Nickels
299,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Count,Number of non-technical delays,2022,0.0,Norilsk Nickels
300,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Days,Duration of non-technical delays,2022,0.0,Norilsk Nickels
301,Labour Practices,EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",%,Percentage of active workforce employed under collective agreement,2022,94.4,Norilsk Nickels
302,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Count,Number of strikes and lockouts,2022,0.0,Norilsk Nickels
303,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Days,Duration of strikes and lockouts,2022,0.0,Norilsk Nickels
304,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Total number of MSHA incidents,2022,71.0,Norilsk Nickels
306,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2022,4.0,Norilsk Nickels
311,Business Ethics and Transparency,EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency International’s Corruption Perception Index,Tonnes,Production in countries with the 20 lowest rankings in Transparency International's Corruption Perception Index,2022,0.0,Norilsk Nickels
314,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of employees,2022,78374.0,Norilsk Nickels
315,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of contractors,2022,907.0,Norilsk Nickels
317,Revenue,Revenue,,USD,Revenue,2022,16876000000.0,Norilsk Nickels
318,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",mTonnes,Total gross global scope 1 emissions (CO2),2023,5.9,Norilsk Nickels
321,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",kTonnes,Total NOx emissions,2023,6.0,Norilsk Nickels
322,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",kTonnes,Total SOx emissions,2023,1671.0,Norilsk Nickels
327,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Terajoules (TJ),Total energy consumed,2023,137150.0,Norilsk Nickels
328,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from grid electricity,2023,71.0,Norilsk Nickels
329,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from renewable electricity,2023,55.0,Norilsk Nickels
330,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million Cubic meters (m³),Total water withdrawn,2023,315.0,Norilsk Nickels
331,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million Cubic meters (m³),Total water consumed,2023,1291.9,Norilsk Nickels
348,Human Rights,EM-MM-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,%,Percentage of total area of proved reserves in or near areas of conflict,2023,0.0,Norilsk Nickels
349,Human Rights,EM-MM-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,%,Percentage of total area of probable reserves in or near areas of conflict,2023,0.0,Norilsk Nickels
352,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Count,Number of non-technical delays,2023,0.0,Norilsk Nickels
353,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Days,Duration of non-technical delays,2023,0.0,Norilsk Nickels
354,Labour Practices,EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",%,Percentage of active workforce employed under collective agreement,2023,94.0,Norilsk Nickels
355,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Count,Number of strikes and lockouts,2023,0.0,Norilsk Nickels
356,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Days,Duration of strikes and lockouts,2023,0.0,Norilsk Nickels
357,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Total number of MSHA incidents,2023,83.0,Norilsk Nickels
359,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2023,5.0,Norilsk Nickels
364,Business Ethics and Transparency,EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency International’s Corruption Perception Index,Tonnes,Production in countries with the 20 lowest rankings in Transparency International's Corruption Perception Index,2023,0.0,Norilsk Nickels
367,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of employees,2023,82100.0,Norilsk Nickels
368,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of contractors,2023,1013.0,Norilsk Nickels
370,Revenue,Revenue,,USD,Revenue,2023,14409000000.0,Norilsk Nickels
