,category,indicator,indicator_name,unit,sub_category,year,value,company name
162,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total NOx emissions,2020,2.3,Mosaic
163,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total SOx emissions,2020,15.6,Mosaic
164,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total PM10 emissions,2020,4.4,Mosaic
167,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total volatile organic compounds (VOCs) emissions,2020,0.1,Mosaic
168,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Million gigajoules,Total energy consumed,2020,125.9,Mosaic
171,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Thousand cubic meters,Total water withdrawn,2020,345240.0,Mosaic
179,Waste Management,EM-MM-150a.5,Total weight of tailings produced,Million tonnes,Total weight of tailings produced,2020,36.0,Mosaic
199,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Rate (per 200000 hours worked),Total MSHA all-incidents rate,2020,0.33,Mosaic
200,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2020,0.0,Mosaic
207,Production,EM-MM-000.A,Production of (1) metal ores and (2) finished metal products,Million Tonnes,Production of finished metal products,2020,21.0,Mosaic
208,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of employees,2020,11884.0,Mosaic
211,Revenue,Revenue,,USD,Revenue,2020,8681700000.0,Mosaic
212,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Million tonnes,Total gross global scope 1 emissions (CO2),2021,3.2,Mosaic
214,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total CO emissions,2021,0.9,Mosaic
215,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total NOx emissions,2021,4.3,Mosaic
216,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total SOx emissions,2021,16.9,Mosaic
217,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total PM10 emissions,2021,5.6,Mosaic
220,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total volatile organic compounds (VOCs) emissions,2021,0.2,Mosaic
221,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Million gigajoules,Total energy consumed,2021,122.1,Mosaic
224,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Thousand cubic meters,Total water withdrawn,2021,287002.0,Mosaic
232,Waste Management,EM-MM-150a.5,Total weight of tailings produced,Million tonnes,Total weight of tailings produced,2021,35.0,Mosaic
252,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Rate (per 200000 hours worked),Total MSHA all-incidents rate,2021,0.29,Mosaic
253,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2021,0.0,Mosaic
260,Production,EM-MM-000.A,Production of (1) metal ores and (2) finished metal products,Million Tonnes,Production of finished metal products,2021,19.8,Mosaic
261,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of employees,2021,11738.0,Mosaic
264,Revenue,Revenue,,USD,Revenue,2021,12357400000.0,Mosaic
265,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Million tonnes,Total gross global scope 1 emissions (CO2),2022,3.1,Mosaic
267,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total CO emissions,2022,1.0,Mosaic
268,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total NOx emissions,2022,2.9,Mosaic
269,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total SOx emissions,2022,15.6,Mosaic
270,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total PM10 emissions,2022,7.7,Mosaic
273,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total volatile organic compounds (VOCs) emissions,2022,0.2,Mosaic
274,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Million gigajoules,Total energy consumed,2022,119.3,Mosaic
277,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Thousand cubic meters,Total water withdrawn,2022,317921.0,Mosaic
285,Waste Management,EM-MM-150a.5,Total weight of tailings produced,Million tonnes,Total weight of tailings produced,2022,32.0,Mosaic
305,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Rate (per 200000 hours worked),Total MSHA all-incidents rate,2022,0.37,Mosaic
306,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2022,3.0,Mosaic
313,Production,EM-MM-000.A,Production of (1) metal ores and (2) finished metal products,Million Tonnes,Production of finished metal products,2022,19.2,Mosaic
314,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of employees,2022,13570.0,Mosaic
317,Revenue,Revenue,,USD,Revenue,2022,19125200000.0,Mosaic
318,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Million tonnes,Total gross global scope 1 emissions (CO2),2023,3.5,Mosaic
320,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total CO emissions,2023,1.7,Mosaic
321,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total NOx emissions,2023,2.9,Mosaic
322,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total SOx emissions,2023,15.6,Mosaic
323,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total PM10 emissions,2023,3.2,Mosaic
326,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Tonnes,Total volatile organic compounds (VOCs) emissions,2023,0.2,Mosaic
327,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Million gigajoules,Total energy consumed,2023,116.1,Mosaic
330,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Thousand cubic meters,Total water withdrawn,2023,298702.0,Mosaic
338,Waste Management,EM-MM-150a.5,Total weight of tailings produced,Million tonnes,Total weight of tailings produced,2023,32.0,Mosaic
358,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Rate (per 200000 hours worked),Total MSHA all-incidents rate,2023,0.39,Mosaic
359,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2023,0.0,Mosaic
366,Production,EM-MM-000.A,Production of (1) metal ores and (2) finished metal products,Million Tonnes,Production of finished metal products,2023,18.0,Mosaic
367,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of employees,2023,14044.0,Mosaic
370,Revenue,Revenue,,USD,Revenue,2023,13696100000.0,Mosaic
