,category,indicator,indicator_name,unit,sub_category,year,value,company name
253,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2021,2.0,Vale
254,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Rate,Total fatality rate,2021,0.04,Vale
261,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count ,Total number of employees,2021,188314.0,Vale
262,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count ,Total number of contractors,2021,188314.0,Vale
263,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",%,Percentage of employees who are contractors,2021,7.0,Vale
264,Revenue,Revenue,,USD,Revenue,2021,54502000000.0,Vale
265,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",millions of tCO2e,Total gross global scope 1 emissions (CO2),2022,8.6,Vale
267,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",million tCO2e,Total CO emissions,2022,9.4,Vale
268,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",thousand metric tons,Total NOx emissions,2022,44.7,Vale
269,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",thousand metric tons,Total SOx emissions,2022,75.7,Vale
270,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",thousand metric tons,Total PM10 emissions,2022,4.2,Vale
274,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",thousand TJ,Total energy consumed,2022,137.0,Vale
275,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from grid electricity,2022,29.2,Vale
276,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from renewable electricity,2022,29.2,Vale
277,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million m³,Total water withdrawn,2022,137.9,Vale
278,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million m³,Total water consumed,2022,87.7,Vale
279,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million m³,Total water withdrawn in high or extremely high baseline water stress areas,2022,0.0,Vale
280,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million m³,Total water consumed in high or extremely high baseline water stress areas,2022,2.0,Vale
281,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",%,Percentage of water withdrawn in high or extremely high baseline water stress areas against total freshwater withdrawn,2022,0.0,Vale
283,Water Management,EM-MM-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",incidents,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",2022,24.0,Vale
284,Waste Management,EM-MM-150a.4,Total weight of non-mineral waste generated,million metric tons,Total weight of non-mineral waste generated,2022,600.4,Vale
285,Waste Management,EM-MM-150a.5,Total weight of tailings produced,million metric tons,Total weight of tailings produced,2022,46.9,Vale
288,Waste Management,EM-MM-150a.8,Total weight of hazardous waste recycled,thousand metric tons,Total weight of hazardous waste recycled,2022,42.8,Vale
289,Waste Management,EM-MM-150a.9,Number of significant incidents associated with hazardous materials and waste management,Count,Number of significant incidents associated with hazardous materials and waste management,2022,4.0,Vale
293,Biodiversity Impacts,EM-MM-160a.3,Percentage of (1) proved and (2) probable reserves in or near sites with protected conservation status or endangered species habitat,%,Percentage of total area of proved reserves in or near sites with protected conservation status or endangered species habitat,2022,9.62,Vale
296,Human Rights,EM-MM-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,%,Percentage of total area of probable reserves in or near areas of conflict,2022,0.0,Vale
301,Labour Practices,EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",%,Percentage of active workforce employed under collective agreement,2022,94.0,Vale
306,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2022,5.0,Vale
307,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Rate,Total fatality rate,2022,0.08,Vale
314,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count ,Total number of employees,2022,150831.0,Vale
315,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count ,Total number of contractors,2022,150831.0,Vale
316,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",%,Percentage of employees who are contractors,2022,5.2,Vale
317,Revenue,Revenue,,USD,Revenue,2022,43839000000.0,Vale
318,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",millions of tCO2e,Total gross global scope 1 emissions (CO2),2023,9.4,Vale
320,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",million tCO2e,Total CO emissions,2023,9.4,Vale
321,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",thousand metric tons,Total NOx emissions,2023,49.8,Vale
322,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",thousand metric tons,Total SOx emissions,2023,81.6,Vale
323,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",thousand metric tons,Total PM10 emissions,2023,6.7,Vale
327,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",thousand TJ,Total energy consumed,2023,147.0,Vale
328,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from grid electricity,2023,30.5,Vale
329,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from renewable electricity,2023,30.5,Vale
330,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million m³,Total water withdrawn,2023,145.0,Vale
331,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million m³,Total water consumed,2023,89.3,Vale
332,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million m³,Total water withdrawn in high or extremely high baseline water stress areas,2023,0.0,Vale
333,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",million m³,Total water consumed in high or extremely high baseline water stress areas,2023,0.0,Vale
334,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",%,Percentage of water withdrawn in high or extremely high baseline water stress areas against total freshwater withdrawn,2023,0.0,Vale
336,Water Management,EM-MM-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",incidents,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",2023,16.0,Vale
337,Waste Management,EM-MM-150a.4,Total weight of non-mineral waste generated,million metric tons,Total weight of non-mineral waste generated,2023,729.1,Vale
338,Waste Management,EM-MM-150a.5,Total weight of tailings produced,million metric tons,Total weight of tailings produced,2023,48.5,Vale
342,Waste Management,EM-MM-150a.9,Number of significant incidents associated with hazardous materials and waste management,Count,Number of significant incidents associated with hazardous materials and waste management,2023,3.0,Vale
343,Biodiversity Impacts,EM-MM-160a.2,"Percentage of mine sites where acid rock drainage is: (1) predicted to occur, (2) actively mitigated, and (3) under treatment or remediation",%,Percentage of total mine sites where acid rock drainage is predicted to occur,2023,33.0,Vale
346,Biodiversity Impacts,EM-MM-160a.3,Percentage of (1) proved and (2) probable reserves in or near sites with protected conservation status or endangered species habitat,%,Percentage of total area of proved reserves in or near sites with protected conservation status or endangered species habitat,2023,23.25,Vale
349,Human Rights,EM-MM-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,%,Percentage of total area of probable reserves in or near areas of conflict,2023,0.0,Vale
354,Labour Practices,EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",%,Percentage of active workforce employed under collective agreement,2023,94.0,Vale
359,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2023,1.0,Vale
360,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Rate,Total fatality rate,2023,0.002,Vale
367,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count ,Total number of employees,2023,167759.0,Vale
368,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count ,Total number of contractors,2023,167759.0,Vale
369,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",%,Percentage of employees who are contractors,2023,6.9,Vale
370,Revenue,Revenue,,USD,Revenue,2023,41784000000.0,Vale
