,category,indicator,indicator_name,unit,sub_category,year,value,company name
235,Waste Management,EM-MM-150a.8,Total weight of hazardous waste recycled,tonnes,Total weight of hazardous waste recycled,2021,86.2,Rio Tinto
236,Waste Management,EM-MM-150a.9,Number of significant incidents associated with hazardous materials and waste management,Count,Number of significant incidents associated with hazardous materials and waste management,2021,3.0,Rio Tinto
253,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2021,0.0,Rio Tinto
254,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Rate,Total fatality rate,2021,0.0,Rio Tinto
261,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",number,Total number of employees,2021,49000.0,Rio Tinto
264,Revenue,Revenue,,USD,Revenue,2021,63495000000.0,Rio Tinto
265,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Mt CO2e,Total gross global scope 1 emissions (CO2),2022,22.7,Rio Tinto
268,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",000 tonnes,Total NOx emissions,2022,64.6,Rio Tinto
269,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",000 tonnes,Total SOx emissions,2022,66.2,Rio Tinto
270,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",000 tonnes,Total PM10 emissions,2022,146.3,Rio Tinto
274,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",PJ,Total energy consumed,2022,395.0,Rio Tinto
275,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from grid electricity,2022,36.96202532,Rio Tinto
277,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",GL,Total water withdrawn,2022,432.0,Rio Tinto
278,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",GL,Total water consumed,2022,638.0,Rio Tinto
284,Waste Management,EM-MM-150a.4,Total weight of non-mineral waste generated,000 tonnes,Total weight of non-mineral waste generated,2022,1143.0,Rio Tinto
287,Waste Management,EM-MM-150a.7,Total weight of hazardous waste generated,tonnes,Total weight of hazardous waste generated,2022,240.0,Rio Tinto
288,Waste Management,EM-MM-150a.8,Total weight of hazardous waste recycled,tonnes,Total weight of hazardous waste recycled,2022,120.2,Rio Tinto
289,Waste Management,EM-MM-150a.9,Number of significant incidents associated with hazardous materials and waste management,Count,Number of significant incidents associated with hazardous materials and waste management,2022,0.0,Rio Tinto
306,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2022,0.0,Rio Tinto
307,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Rate,Total fatality rate,2022,0.0,Rio Tinto
314,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",number,Total number of employees,2022,54000.0,Rio Tinto
317,Revenue,Revenue,,USD,Revenue,2022,55554000000.0,Rio Tinto
318,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Mt CO2e,Total gross global scope 1 emissions (CO2),2023,23.3,Rio Tinto
321,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",000 tonnes,Total NOx emissions,2023,64.8,Rio Tinto
322,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",000 tonnes,Total SOx emissions,2023,72.5,Rio Tinto
323,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",000 tonnes,Total PM10 emissions,2023,146.0,Rio Tinto
327,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",PJ,Total energy consumed,2023,406.0,Rio Tinto
328,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from grid electricity,2023,38.42364532,Rio Tinto
329,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from renewable electricity,2023,34.2364532,Rio Tinto
330,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",GL,Total water withdrawn,2023,424.0,Rio Tinto
331,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",GL,Total water consumed,2023,644.0,Rio Tinto
337,Waste Management,EM-MM-150a.4,Total weight of non-mineral waste generated,000 tonnes,Total weight of non-mineral waste generated,2023,1158.0,Rio Tinto
340,Waste Management,EM-MM-150a.7,Total weight of hazardous waste generated,tonnes,Total weight of hazardous waste generated,2023,226.0,Rio Tinto
341,Waste Management,EM-MM-150a.8,Total weight of hazardous waste recycled,tonnes,Total weight of hazardous waste recycled,2023,132.4,Rio Tinto
342,Waste Management,EM-MM-150a.9,Number of significant incidents associated with hazardous materials and waste management,Count,Number of significant incidents associated with hazardous materials and waste management,2023,1.0,Rio Tinto
347,Biodiversity Impacts,EM-MM-160a.3,Percentage of (1) proved and (2) probable reserves in or near sites with protected conservation status or endangered species habitat,%,Percentage of total area of probable reserves in or near sites with protected conservation status or endangered species habitat,2023,0.0,Rio Tinto
348,Human Rights,EM-MM-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,%,Percentage of total area of proved reserves in or near areas of conflict,2023,0.0,Rio Tinto
349,Human Rights,EM-MM-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,%,Percentage of total area of probable reserves in or near areas of conflict,2023,0.0,Rio Tinto
350,Human Rights,EM-MM-210a.2,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,%,Percentage of total area of proved reserves in or near indigenous land,2023,0.0,Rio Tinto
351,Human Rights,EM-MM-210a.2,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,%,Percentage of total area of probable reserves in or near indigenous land,2023,0.0,Rio Tinto
355,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Count,Number of strikes and lockouts,2023,0.0,Rio Tinto
356,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,days,Duration of strikes and lockouts,2023,0.0,Rio Tinto
359,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2023,0.0,Rio Tinto
360,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Rate,Total fatality rate,2023,0.0,Rio Tinto
367,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",number,Total number of employees,2023,57000.0,Rio Tinto
370,Revenue,Revenue,,USD,Revenue,2023,54041000000.0,Rio Tinto
