,category,indicator,indicator_name,unit,sub_category,year,value,company name
225,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",m3,Total water consumed,2021,"63,828,406",Kinross Gold
226,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",m3,Total water withdrawn in high or extremely high baseline water stress areas,2021,"2,771,665",Kinross Gold
228,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",%,Percentage of water withdrawn in high or extremely high baseline water stress areas against total freshwater withdrawn,2021,3,Kinross Gold
233,Waste Management,EM-MM-150a.6,Total weight of waste rock generated,tonnes,Total weight of waste rock generated,2021,"246,068,345",Kinross Gold
248,Labour Practices,EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",%,Percentage of active workforce employed under collective agreement,2021,41,Kinross Gold
249,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Count,Number of strikes and lockouts,2021,0,Kinross Gold
253,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2021,0,Kinross Gold
256,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",hours,"Average hours of health, safety, and emergency response training for full-time employees",2021,46,Kinross Gold
257,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",hours,"Average hours of health, safety, and emergency response training for contract employees",2021,29,Kinross Gold
259,Production,EM-MM-000.A,Production of (1) metal ores and (2) finished metal products,KT,Production of metal ores,2021,"142,494",Kinross Gold
261,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",number,Total number of employees,2021,"9,322",Kinross Gold
262,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",number,Total number of contractors,2021,"9,458",Kinross Gold
264,Revenue,Revenue,,USD,Revenue,2021,2599600000,Kinross Gold
265,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",tonnes CO2e,Total gross global scope 1 emissions (CO2),2022,"1,038,800",Kinross Gold
268,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",tonnes,Total NOx emissions,2022,"2,162",Kinross Gold
269,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",tonnes,Total SOx emissions,2022,"1,419",Kinross Gold
274,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",GJ,Total energy consumed,2022,"15,998,427",Kinross Gold
275,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from grid electricity,2022,27.4339096,Kinross Gold
276,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from renewable electricity,2022,11.63391376,Kinross Gold
277,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",m3,Total water withdrawn,2022,"73,408,787",Kinross Gold
278,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",m3,Total water consumed,2022,"69,081,567",Kinross Gold
279,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",m3,Total water withdrawn in high or extremely high baseline water stress areas,2022,"3,262,803",Kinross Gold
281,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",%,Percentage of water withdrawn in high or extremely high baseline water stress areas against total freshwater withdrawn,2022,5,Kinross Gold
286,Waste Management,EM-MM-150a.6,Total weight of waste rock generated,tonnes,Total weight of waste rock generated,2022,"237,580,772",Kinross Gold
301,Labour Practices,EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",%,Percentage of active workforce employed under collective agreement,2022,51,Kinross Gold
302,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Count,Number of strikes and lockouts,2022,0,Kinross Gold
306,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2022,0,Kinross Gold
309,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",hours,"Average hours of health, safety, and emergency response training for full-time employees",2022,25,Kinross Gold
310,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",hours,"Average hours of health, safety, and emergency response training for contract employees",2022,24,Kinross Gold
312,Production,EM-MM-000.A,Production of (1) metal ores and (2) finished metal products,KT,Production of metal ores,2022,"166,908",Kinross Gold
314,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",number,Total number of employees,2022,"6,397",Kinross Gold
315,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",number,Total number of contractors,2022,"8,114",Kinross Gold
317,Revenue,Revenue,,USD,Revenue,2022,3455100000,Kinross Gold
318,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",tonnes CO2e,Total gross global scope 1 emissions (CO2),2023,"1,017,651",Kinross Gold
321,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",tonnes,Total NOx emissions,2023,"2,089",Kinross Gold
322,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",tonnes,Total SOx emissions,2023,"1,457",Kinross Gold
327,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",GJ,Total energy consumed,2023,"15,624,254",Kinross Gold
328,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from grid electricity,2023,30.57781831,Kinross Gold
329,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from renewable electricity,2023,14.36188633,Kinross Gold
330,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",m3,Total water withdrawn,2023,"81,932,301",Kinross Gold
331,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",m3,Total water consumed,2023,"62,568,313",Kinross Gold
332,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",m3,Total water withdrawn in high or extremely high baseline water stress areas,2023,"774,622",Kinross Gold
334,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",%,Percentage of water withdrawn in high or extremely high baseline water stress areas against total freshwater withdrawn,2023,1,Kinross Gold
339,Waste Management,EM-MM-150a.6,Total weight of waste rock generated,tonnes,Total weight of waste rock generated,2023,"228,359,264",Kinross Gold
340,Waste Management,EM-MM-150a.7,Total weight of hazardous waste generated,tonnes,Total weight of hazardous waste generated,2023,"7,149.10",Kinross Gold
341,Waste Management,EM-MM-150a.8,Total weight of hazardous waste recycled,tonnes,Total weight of hazardous waste recycled,2023,65,Kinross Gold
354,Labour Practices,EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",%,Percentage of active workforce employed under collective agreement,2023,54,Kinross Gold
355,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Count,Number of strikes and lockouts,2023,0,Kinross Gold
359,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Count,Number of Fatalities,2023,0,Kinross Gold
362,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",hours,"Average hours of health, safety, and emergency response training for full-time employees",2023,39,Kinross Gold
363,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",hours,"Average hours of health, safety, and emergency response training for contract employees",2023,40,Kinross Gold
365,Production,EM-MM-000.A,Production of (1) metal ores and (2) finished metal products,KT,Production of metal ores,2023,"153,366",Kinross Gold
367,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",number,Total number of employees,2023,"6,599",Kinross Gold
368,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",number,Total number of contractors,2023,"8,898",Kinross Gold
370,Revenue,Revenue,,USD,Revenue,2023,4239700000,Kinross Gold
