category,indicator,sasb_indicator_name,sub_category,units,user_units,2017,2018,2019,2020,2021,2022,2023,2024,Remarks
Human Rights,EM-MM-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,Percentage of total area of probable reserves in or near areas of conflict,%,,,,,,,,,,
Human Rights,EM-MM-210a.2,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,Percentage of total area of proved reserves in or near indigenous land,%,,,,,,,,,,
Human Rights,EM-MM-210a.2,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,Percentage of total area of probable reserves in or near indigenous land,%,,,,,,,,,,
Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Number of non-technical delays,Count,Count,,,,,,,,2,
Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Duration of non-technical delays,Days,Days,,,,,,,,1,
Labour Practices,EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Percentage of active workforce employed under collective agreement,%,%,,,,,51,50.9,49.3,46.4,
Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Number of strikes and lockouts,Count,,,,,,,,,,
Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Duration of strikes and lockouts,Days,,,,,,,,,,
Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Total number of MSHA incidents,Count,,,,,,,,,,
Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Total MSHA all-incidents rate,Rate (per million hours worked),per million hours worked,,,,4.3,3.8,4.1,4.5,4.7,
Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Number of Fatalities,Count,,,,,,,,,,
Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Total fatality rate,Rate (per million hours worked),,,,,,,,,,
Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Total near-miss frequency rate (NMFR),Rate (per million hours worked),"per 200,000 hours worked",,,,,,,,0.09,
Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees","Average hours of health, safety, and emergency response training for full-time employees",Hours,,,,,,,,,,
Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees","Average hours of health, safety, and emergency response training for contract employees",Hours,,,,,,,,,,
Business Ethics and Transparency,EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency International’s Corruption Perception Index,Production in countries with the 20 lowest rankings in Transparency International's Corruption Perception Index,Tonnes,,,,,,,,,,
Production,EM-MM-000.A,Production of (1) metal ores and (2) finished metal products,Production of metal ores,Tonnes,,,,,,,,,,
Production,EM-MM-000.A,Production of (1) metal ores and (2) finished metal products,Production of finished metal products,Tonnes,,,,,,,,,,
Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Total number of employees,Count,Count,,,,31589,34478,39210,42319,40872,
Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Total number of contractors,Count,Count,,,,48532,41912,40261,40892,50715,
Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Percentage of employees who are contractors,%,,,,,,,,,,
Revenue,Revenue,NA,Revenue,USD,USD,,,,,56921000000,65098000000,53817000000,55658000000,
